date,flight_sorties,is_holiday,user_type,enterprise_name,admin_region,aircraft_model,day_of_week,cross_region,time_slot,flight_duration,flight_distance,altitude_interval,aircraft_category,entity_id
2023-02-20,5,No,Unknown,Aerofugia,Nanshan,V1500,Monday,Nanshan-Baoan,15:00-16:00,51,16.353238089478186,0-100m,Industrial,Entity_171
2023-12-09,5,Yes,Enterprise,Ent_57,Luohu,Mavic 3,Saturday,Nanshan-Futian,08:00-09:00,24,9.536350798855132,>600m,Logistics,Entity_118
2023-02-04,5,Yes,Individual,Ent_66,Baoan,EH216,Saturday,Luohu-Longgang,20:00-21:00,51,10.602202869383285,0-100m,Logistics,Entity_4
2023-09-10,4,Yes,Enterprise,Ent_84,Futian,EH216,Sunday,Luohu-Nanshan,09:00-10:00,55,3.184847557485067,>600m,Consumer,Entity_47
2023-09-16,1,Yes,Individual,Ent_90,Nanshan,EH216,Saturday,Luohu-Luohu,11:00-12:00,17,9.161892307054938,>600m,Logistics,Entity_177
2023-10-21,2,Yes,Unknown,Ent_28,Futian,EH216,Saturday,Longgang-Futian,18:00-19:00,30,1.0676529142463962,0-100m,Passenger,Entity_12
2023-01-19,2,No,Unknown,XAG,Longgang,EH216,Thursday,Longgang-Futian,20:00-21:00,29,14.101210716574649,300-600m,Consumer,Entity_28
2023-01-17,3,No,Unknown,Ent_68,Baoan,EH216,Tuesday,Futian-Longgang,11:00-12:00,57,5.182971007625331,>600m,Passenger,Entity_172
2023-04-28,4,No,Individual,Ent_84,Nanshan,Agras T40,Friday,Nanshan-Baoan,13:00-14:00,35,11.011119124264246,100-300m,Passenger,Entity_129
2023-03-03,3,No,Individual,Ent_47,Nanshan,Agras T40,Friday,Longgang-Baoan,12:00-13:00,36,19.838863458742118,100-300m,Industrial,Entity_39
2023-10-02,3,No,Unknown,EHang,Longgang,Matrice 300,Monday,Longgang-Futian,21:00-22:00,8,4.201358218007699,100-300m,Industrial,Entity_51
2023-01-25,3,No,Enterprise,Ent_54,Nanshan,EH216,Wednesday,Nanshan-Luohu,16:00-17:00,12,10.398515629770552,>600m,Passenger,Entity_85
2023-06-27,3,No,Enterprise,Ent_63,Futian,Mavic 3,Tuesday,Luohu-Longgang,17:00-18:00,25,10.176474769072504,0-100m,Logistics,Entity_148
2023-05-18,5,No,Individual,Ent_70,Futian,V1500,Thursday,Nanshan-Luohu,06:00-07:00,52,0.5539173660490678,>600m,Logistics,Entity_81
2023-08-09,5,No,Enterprise,Ent_82,Nanshan,Mavic 3,Wednesday,Luohu-Baoan,15:00-16:00,11,13.800506038659686,100-300m,Passenger,Entity_116
2023-10-14,2,Yes,Enterprise,Ent_16,Nanshan,Matrice 300,Saturday,Longgang-Nanshan,06:00-07:00,29,10.905114172386911,100-300m,Passenger,Entity_99
2023-06-26,1,No,Individual,Ent_91,Futian,V1500,Monday,Futian-Luohu,11:00-12:00,20,18.298085201990244,0-100m,Consumer,Entity_197
2023-10-22,2,Yes,Individual,Ent_58,Nanshan,V1500,Sunday,Luohu-Baoan,09:00-10:00,11,9.810228091355889,100-300m,Logistics,Entity_180
2023-10-15,3,Yes,Individual,Ent_51,Futian,V1500,Sunday,Futian-Baoan,16:00-17:00,48,15.861917512008688,0-100m,Consumer,Entity_146
2023-12-06,3,No,Unknown,Ent_18,Longgang,Agras T40,Wednesday,Longgang-Nanshan,17:00-18:00,52,8.663264764009408,0-100m,Consumer,Entity_11
2023-01-21,4,Yes,Unknown,Ent_20,Longgang,Agras T40,Saturday,Longgang-Baoan,12:00-13:00,37,6.19373981911977,300-600m,Consumer,Entity_125
2023-01-24,3,No,Enterprise,DJI,Longgang,Agras T40,Tuesday,Nanshan-Futian,15:00-16:00,28,3.2860538408151396,0-100m,Consumer,Entity_189
2023-06-09,1,No,Enterprise,Ent_94,Futian,Agras T40,Friday,Nanshan-Nanshan,10:00-11:00,56,10.441666690249106,100-300m,Logistics,Entity_185
2023-06-19,4,No,Unknown,Ent_75,Nanshan,V1500,Monday,Nanshan-Longgang,20:00-21:00,46,17.02511986966235,100-300m,Industrial,Entity_157
2023-04-16,1,Yes,Unknown,Ent_49,Luohu,Agras T40,Sunday,Nanshan-Longgang,10:00-11:00,13,9.697898523719626,>600m,Consumer,Entity_127
2023-05-16,3,No,Unknown,Ent_52,Futian,V1500,Tuesday,Futian-Luohu,06:00-07:00,38,1.557565991855575,0-100m,Industrial,Entity_92
2023-04-04,2,No,Unknown,Ent_21,Baoan,Agras T40,Tuesday,Baoan-Luohu,21:00-22:00,59,9.513954266838075,>600m,Industrial,Entity_3
2023-04-28,2,No,Unknown,Ent_72,Longgang,EH216,Friday,Luohu-Baoan,09:00-10:00,27,13.281735167778685,300-600m,Passenger,Entity_68
2023-09-02,3,Yes,Enterprise,Ent_27,Longgang,Mavic 3,Saturday,Nanshan-Nanshan,16:00-17:00,34,1.785666704135352,100-300m,Logistics,Entity_100
2023-04-18,3,No,Individual,Ent_80,Nanshan,Agras T40,Tuesday,Baoan-Baoan,16:00-17:00,53,3.8479745739504096,100-300m,Logistics,Entity_170
2023-09-24,1,Yes,Enterprise,AutoFlight,Luohu,Agras T40,Sunday,Longgang-Nanshan,09:00-10:00,24,7.456174707319681,100-300m,Consumer,Entity_121
2023-05-05,4,No,Unknown,Ent_5,Nanshan,EH216,Friday,Futian-Futian,19:00-20:00,24,5.12534857097086,0-100m,Consumer,Entity_189
2023-11-15,3,No,Unknown,Ent_52,Futian,EH216,Wednesday,Luohu-Baoan,21:00-22:00,48,2.9694662203451103,>600m,Consumer,Entity_127
2023-06-28,3,No,Enterprise,Ent_98,Longgang,Agras T40,Wednesday,Baoan-Futian,18:00-19:00,32,4.952139769096778,100-300m,Industrial,Entity_172
2023-06-04,5,Yes,Individual,Ent_66,Longgang,Mavic 3,Sunday,Luohu-Nanshan,16:00-17:00,34,1.7833713658844124,300-600m,Industrial,Entity_192
2023-06-14,3,No,Unknown,Ent_11,Futian,V1500,Wednesday,Luohu-Longgang,08:00-09:00,25,15.14042375820239,300-600m,Industrial,Entity_135
2023-12-04,2,No,Unknown,Ent_63,Nanshan,Mavic 3,Monday,Longgang-Futian,16:00-17:00,21,5.505909447321408,100-300m,Consumer,Entity_85
2023-07-15,5,Yes,Unknown,Ent_56,Longgang,Matrice 300,Saturday,Futian-Nanshan,21:00-22:00,34,12.004744065125607,300-600m,Logistics,Entity_36
2023-04-23,5,Yes,Individual,Ent_77,Nanshan,V1500,Sunday,Longgang-Futian,10:00-11:00,33,10.492238377638964,100-300m,Industrial,Entity_199
2023-09-04,1,No,Unknown,Ent_97,Longgang,Matrice 300,Monday,Longgang-Baoan,19:00-20:00,46,17.278184999463342,0-100m,Consumer,Entity_90
2023-05-17,5,No,Enterprise,Ent_52,Luohu,Mavic 3,Wednesday,Nanshan-Longgang,13:00-14:00,20,7.053056953328381,0-100m,Industrial,Entity_113
2023-07-25,3,No,Enterprise,Ent_44,Longgang,Mavic 3,Tuesday,Luohu-Nanshan,11:00-12:00,11,7.644624331169289,300-600m,Logistics,Entity_189
2023-06-25,1,Yes,Individual,Ent_76,Luohu,Mavic 3,Sunday,Baoan-Longgang,17:00-18:00,13,8.266680806673662,100-300m,Passenger,Entity_140
2023-01-02,1,No,Unknown,Ent_13,Futian,V1500,Monday,Futian-Luohu,18:00-19:00,48,17.500431892052404,100-300m,Passenger,Entity_133
2023-05-08,1,No,Unknown,Ent_55,Futian,V1500,Monday,Longgang-Nanshan,17:00-18:00,53,16.872496814805157,300-600m,Passenger,Entity_38
2023-10-24,5,No,Unknown,Ent_53,Baoan,Matrice 300,Tuesday,Futian-Futian,14:00-15:00,42,14.857401273269632,100-300m,Logistics,Entity_41
2023-06-12,3,No,Enterprise,Ent_76,Nanshan,EH216,Monday,Nanshan-Baoan,16:00-17:00,36,5.425092578128986,300-600m,Industrial,Entity_31
2023-02-05,3,Yes,Unknown,Ent_45,Longgang,Matrice 300,Sunday,Baoan-Baoan,10:00-11:00,49,5.694578786979935,100-300m,Industrial,Entity_154
2023-06-17,3,Yes,Unknown,Ent_12,Futian,V1500,Saturday,Futian-Futian,20:00-21:00,28,2.6043856943473425,>600m,Logistics,Entity_65
2023-01-30,1,No,Individual,AutoFlight,Baoan,V1500,Monday,Futian-Futian,06:00-07:00,52,17.21694396844017,300-600m,Passenger,Entity_12
2023-10-25,5,No,Individual,Ent_51,Baoan,Matrice 300,Wednesday,Futian-Luohu,18:00-19:00,39,8.772439154406342,100-300m,Consumer,Entity_138
2023-07-19,5,No,Unknown,Ent_34,Futian,EH216,Wednesday,Futian-Futian,07:00-08:00,23,10.938222424531785,100-300m,Industrial,Entity_125
2023-12-14,2,No,Individual,Ent_2,Nanshan,Matrice 300,Thursday,Longgang-Longgang,11:00-12:00,34,14.69452532379803,300-600m,Consumer,Entity_187
2023-11-13,4,No,Individual,Ent_76,Luohu,EH216,Monday,Baoan-Baoan,06:00-07:00,13,13.998716167214075,100-300m,Passenger,Entity_96
2023-01-27,4,No,Enterprise,Ent_31,Nanshan,Matrice 300,Friday,Luohu-Baoan,08:00-09:00,15,13.383901354932561,0-100m,Logistics,Entity_106
2023-07-02,4,Yes,Individual,Ent_77,Futian,Mavic 3,Sunday,Nanshan-Luohu,14:00-15:00,54,11.438601342122483,0-100m,Industrial,Entity_167
2023-12-09,2,Yes,Unknown,Ent_36,Luohu,Matrice 300,Saturday,Baoan-Baoan,07:00-08:00,29,11.090561689973327,300-600m,Logistics,Entity_136
2023-12-13,5,No,Enterprise,Ent_99,Nanshan,V1500,Wednesday,Baoan-Nanshan,12:00-13:00,59,7.351774216521674,100-300m,Logistics,Entity_101
2023-11-25,5,Yes,Unknown,Ent_10,Luohu,EH216,Saturday,Longgang-Nanshan,15:00-16:00,18,13.00521551096743,>600m,Logistics,Entity_128
2023-06-23,1,No,Unknown,Ent_51,Nanshan,EH216,Friday,Longgang-Futian,17:00-18:00,49,15.941545283274188,300-600m,Passenger,Entity_96
2023-07-05,1,No,Unknown,Ent_2,Nanshan,Mavic 3,Wednesday,Nanshan-Nanshan,15:00-16:00,14,13.458763100945095,300-600m,Industrial,Entity_107
2023-02-01,4,No,Enterprise,Ent_89,Luohu,V1500,Wednesday,Baoan-Nanshan,11:00-12:00,33,15.626946756767122,100-300m,Industrial,Entity_131
2023-10-04,5,No,Individual,Ent_96,Longgang,Mavic 3,Wednesday,Futian-Baoan,17:00-18:00,23,12.057757599710248,>600m,Passenger,Entity_133
2023-09-28,3,No,Unknown,DJI,Nanshan,EH216,Thursday,Futian-Nanshan,21:00-22:00,48,9.201217430064549,>600m,Passenger,Entity_143
2023-11-02,5,No,Enterprise,Ent_93,Luohu,Mavic 3,Thursday,Futian-Nanshan,19:00-20:00,9,9.157886904859577,0-100m,Passenger,Entity_193
2023-04-24,2,No,Individual,Ent_13,Futian,Matrice 300,Monday,Baoan-Futian,21:00-22:00,58,8.000998657020947,300-600m,Industrial,Entity_11
2023-12-04,2,No,Unknown,Ent_57,Luohu,EH216,Monday,Luohu-Luohu,18:00-19:00,25,11.537719819101868,0-100m,Consumer,Entity_160
2023-10-18,2,No,Individual,Ent_97,Longgang,V1500,Wednesday,Longgang-Futian,06:00-07:00,39,2.70055670646789,0-100m,Logistics,Entity_110
2023-12-26,1,No,Enterprise,Ent_14,Longgang,Matrice 300,Tuesday,Futian-Luohu,14:00-15:00,27,7.624041166151384,0-100m,Passenger,Entity_22
2023-02-18,2,Yes,Unknown,Ent_11,Futian,Agras T40,Saturday,Luohu-Luohu,16:00-17:00,25,4.004566108637933,300-600m,Consumer,Entity_122
2023-08-20,5,Yes,Individual,Ent_21,Baoan,Agras T40,Sunday,Nanshan-Nanshan,19:00-20:00,50,0.5706133699405759,0-100m,Industrial,Entity_7
2023-01-08,4,Yes,Enterprise,Ent_29,Nanshan,Matrice 300,Sunday,Luohu-Longgang,07:00-08:00,59,17.489306936295787,300-600m,Industrial,Entity_177
2023-07-29,5,Yes,Enterprise,Ent_44,Longgang,Matrice 300,Saturday,Futian-Baoan,13:00-14:00,57,8.009135597134561,300-600m,Passenger,Entity_7
2023-07-02,5,Yes,Enterprise,Ent_21,Luohu,Mavic 3,Sunday,Luohu-Longgang,15:00-16:00,39,0.6697807042137858,>600m,Industrial,Entity_109
2023-02-12,1,Yes,Unknown,Ent_38,Luohu,Mavic 3,Sunday,Futian-Futian,17:00-18:00,51,2.6188014915788793,0-100m,Logistics,Entity_75
2023-11-30,1,No,Individual,Ent_68,Nanshan,EH216,Thursday,Longgang-Baoan,21:00-22:00,45,10.963722245421836,>600m,Logistics,Entity_170
2023-03-13,2,No,Unknown,Ent_60,Futian,EH216,Monday,Longgang-Nanshan,20:00-21:00,33,13.26428182522083,100-300m,Industrial,Entity_49
2023-05-09,1,No,Unknown,Ent_82,Luohu,Matrice 300,Tuesday,Luohu-Baoan,09:00-10:00,36,8.77254064373315,>600m,Industrial,Entity_34
2023-09-27,2,No,Enterprise,Ent_62,Longgang,Matrice 300,Wednesday,Futian-Nanshan,12:00-13:00,47,2.7296732955456635,0-100m,Passenger,Entity_90
2023-02-18,3,Yes,Individual,Ent_43,Longgang,Mavic 3,Saturday,Luohu-Nanshan,16:00-17:00,42,2.665500448651584,0-100m,Passenger,Entity_149
2023-04-19,5,No,Enterprise,Ent_16,Baoan,Mavic 3,Wednesday,Longgang-Futian,11:00-12:00,5,17.706246933600465,>600m,Industrial,Entity_200
2023-07-25,1,No,Individual,Ent_79,Nanshan,Matrice 300,Tuesday,Futian-Longgang,18:00-19:00,18,18.098874549557703,0-100m,Logistics,Entity_185
2023-08-08,1,No,Enterprise,Ent_34,Nanshan,V1500,Tuesday,Luohu-Nanshan,16:00-17:00,54,19.89444725771251,>600m,Passenger,Entity_90
2023-01-21,5,Yes,Enterprise,Ent_2,Baoan,V1500,Saturday,Luohu-Nanshan,18:00-19:00,7,2.263348877215103,100-300m,Industrial,Entity_107
2023-02-13,2,No,Enterprise,Ent_57,Nanshan,EH216,Monday,Nanshan-Longgang,19:00-20:00,17,9.253778806552502,>600m,Logistics,Entity_164
2023-08-06,2,Yes,Individual,Ent_86,Baoan,V1500,Sunday,Baoan-Futian,12:00-13:00,19,4.0981032561137045,0-100m,Logistics,Entity_102
2023-07-01,5,Yes,Unknown,Ent_9,Luohu,Mavic 3,Saturday,Nanshan-Luohu,07:00-08:00,42,9.133806487816448,100-300m,Consumer,Entity_44
2023-04-05,1,No,Individual,Ent_69,Luohu,V1500,Wednesday,Luohu-Nanshan,18:00-19:00,19,5.033753847626433,>600m,Logistics,Entity_154
2023-11-05,4,Yes,Enterprise,Ent_67,Longgang,Matrice 300,Sunday,Baoan-Futian,19:00-20:00,35,3.0723046821777897,300-600m,Consumer,Entity_10
2023-09-23,4,Yes,Unknown,Ent_41,Baoan,Mavic 3,Saturday,Luohu-Nanshan,09:00-10:00,27,16.144695472306054,300-600m,Logistics,Entity_99
2023-06-28,4,No,Enterprise,Ent_35,Longgang,Mavic 3,Wednesday,Nanshan-Baoan,14:00-15:00,12,7.106593616176363,100-300m,Consumer,Entity_71
2023-12-22,1,No,Enterprise,Ent_27,Nanshan,V1500,Friday,Longgang-Luohu,12:00-13:00,54,5.088882676388298,100-300m,Logistics,Entity_10
2023-09-03,4,Yes,Enterprise,DJI,Futian,V1500,Sunday,Luohu-Futian,09:00-10:00,42,0.6493669224312622,100-300m,Logistics,Entity_192
2023-03-12,3,Yes,Enterprise,Ent_87,Longgang,Mavic 3,Sunday,Longgang-Longgang,13:00-14:00,47,12.253635272836215,100-300m,Passenger,Entity_193
2023-11-03,1,No,Enterprise,Ent_38,Luohu,V1500,Friday,Longgang-Longgang,17:00-18:00,25,17.263368128696946,>600m,Consumer,Entity_170
2023-03-02,2,No,Enterprise,Ent_22,Luohu,Mavic 3,Thursday,Baoan-Nanshan,14:00-15:00,55,12.384182654727674,100-300m,Passenger,Entity_130
2023-05-12,1,No,Unknown,Ent_12,Longgang,Agras T40,Friday,Longgang-Futian,16:00-17:00,13,9.632863232774147,100-300m,Consumer,Entity_133
2023-03-23,4,No,Individual,Ent_80,Longgang,V1500,Thursday,Nanshan-Luohu,17:00-18:00,46,18.945134968692773,300-600m,Passenger,Entity_80
2023-09-10,1,Yes,Individual,Ent_14,Luohu,EH216,Sunday,Nanshan-Baoan,09:00-10:00,42,6.960991483854293,300-600m,Logistics,Entity_141
2023-07-30,2,Yes,Unknown,DJI,Futian,EH216,Sunday,Luohu-Futian,08:00-09:00,22,6.649333277104223,>600m,Passenger,Entity_126
2023-02-09,2,No,Unknown,Ent_58,Futian,EH216,Thursday,Baoan-Futian,13:00-14:00,51,18.16090722492319,>600m,Passenger,Entity_142
2023-10-16,2,No,Enterprise,Ent_33,Futian,EH216,Monday,Nanshan-Baoan,11:00-12:00,58,17.250395869459254,100-300m,Consumer,Entity_57
2023-06-29,1,No,Individual,Ent_35,Longgang,Matrice 300,Thursday,Baoan-Futian,13:00-14:00,46,19.99665753666618,0-100m,Consumer,Entity_127
2023-08-01,5,No,Unknown,Ent_65,Nanshan,EH216,Tuesday,Luohu-Futian,15:00-16:00,22,15.908399635250241,0-100m,Industrial,Entity_186
2023-07-20,1,No,Enterprise,Ent_80,Luohu,V1500,Thursday,Futian-Luohu,11:00-12:00,9,2.2684374842387784,300-600m,Logistics,Entity_1
2023-02-08,3,No,Individual,Ent_88,Baoan,V1500,Wednesday,Futian-Futian,17:00-18:00,36,1.642703083374398,300-600m,Logistics,Entity_33
2023-12-22,4,No,Individual,Ent_78,Nanshan,V1500,Friday,Nanshan-Baoan,12:00-13:00,52,8.567419280400857,100-300m,Consumer,Entity_54
2023-02-07,2,No,Unknown,Ent_80,Futian,V1500,Tuesday,Nanshan-Futian,06:00-07:00,43,19.664577374209046,300-600m,Logistics,Entity_77
2023-12-11,2,No,Enterprise,Ent_89,Baoan,Matrice 300,Monday,Longgang-Nanshan,09:00-10:00,49,11.31856803032406,>600m,Consumer,Entity_161
2023-08-27,5,Yes,Enterprise,Ent_79,Nanshan,Matrice 300,Sunday,Nanshan-Futian,19:00-20:00,13,16.558450743278353,>600m,Industrial,Entity_146
2023-10-18,1,No,Individual,XAG,Futian,Agras T40,Wednesday,Futian-Nanshan,11:00-12:00,37,7.3536394590634755,300-600m,Passenger,Entity_82
2023-02-15,1,No,Individual,Ent_15,Longgang,Matrice 300,Wednesday,Futian-Longgang,10:00-11:00,44,14.763252558675303,0-100m,Consumer,Entity_53
2023-02-20,4,No,Unknown,Ent_18,Futian,Agras T40,Monday,Baoan-Luohu,19:00-20:00,43,0.6500484046163617,100-300m,Consumer,Entity_10
2023-12-23,2,Yes,Unknown,Ent_11,Luohu,Mavic 3,Saturday,Longgang-Baoan,10:00-11:00,35,12.06081876164366,300-600m,Logistics,Entity_70
2023-01-01,1,Yes,Unknown,Ent_29,Nanshan,V1500,Sunday,Longgang-Baoan,19:00-20:00,37,4.622030385936625,>600m,Consumer,Entity_68
2023-03-13,4,No,Unknown,Ent_40,Longgang,Matrice 300,Monday,Luohu-Baoan,10:00-11:00,7,2.824968783147172,0-100m,Industrial,Entity_175
2023-04-17,1,No,Enterprise,Ent_29,Luohu,V1500,Monday,Futian-Luohu,17:00-18:00,28,3.670529985348777,>600m,Passenger,Entity_137
2023-08-02,4,No,Enterprise,Ent_22,Baoan,Mavic 3,Wednesday,Nanshan-Baoan,11:00-12:00,8,3.6063706365567634,300-600m,Consumer,Entity_108
2023-09-28,5,No,Individual,Ent_1,Baoan,Mavic 3,Thursday,Luohu-Baoan,11:00-12:00,42,14.52649583163036,100-300m,Logistics,Entity_94
2023-08-05,1,Yes,Individual,Ent_85,Luohu,Agras T40,Saturday,Baoan-Luohu,16:00-17:00,37,15.079336217986786,0-100m,Industrial,Entity_22
2023-10-10,3,No,Enterprise,Ent_83,Longgang,Mavic 3,Tuesday,Futian-Longgang,06:00-07:00,24,11.366777718360227,300-600m,Logistics,Entity_115
2023-08-07,4,No,Enterprise,Ent_35,Longgang,EH216,Monday,Nanshan-Nanshan,16:00-17:00,50,2.262802273580048,0-100m,Consumer,Entity_104
2023-10-18,5,No,Individual,Ent_23,Nanshan,Mavic 3,Wednesday,Nanshan-Baoan,20:00-21:00,25,9.204665144841824,100-300m,Passenger,Entity_195
2023-01-22,2,Yes,Unknown,Ent_1,Futian,Mavic 3,Sunday,Baoan-Longgang,14:00-15:00,43,17.789606770268737,100-300m,Consumer,Entity_51
2023-11-03,1,No,Unknown,Ent_13,Luohu,Mavic 3,Friday,Longgang-Nanshan,20:00-21:00,51,3.743946049041541,300-600m,Industrial,Entity_111
2023-12-02,2,Yes,Individual,Ent_63,Nanshan,Matrice 300,Saturday,Longgang-Baoan,11:00-12:00,25,6.139638264499438,0-100m,Industrial,Entity_77
2023-09-10,2,Yes,Individual,Ent_48,Longgang,V1500,Sunday,Futian-Futian,14:00-15:00,23,8.780918773925842,0-100m,Logistics,Entity_112
2023-05-19,1,No,Unknown,Ent_23,Nanshan,Mavic 3,Friday,Baoan-Nanshan,17:00-18:00,12,19.906532121246478,>600m,Passenger,Entity_67
2023-09-03,3,Yes,Individual,AutoFlight,Longgang,V1500,Sunday,Baoan-Longgang,06:00-07:00,10,18.967905268042944,0-100m,Logistics,Entity_133
2023-03-12,5,Yes,Individual,Ent_27,Nanshan,V1500,Sunday,Luohu-Futian,17:00-18:00,10,14.945793165192198,>600m,Consumer,Entity_47
2023-03-31,5,No,Enterprise,Ent_98,Nanshan,Matrice 300,Friday,Luohu-Longgang,13:00-14:00,49,19.004031362310574,100-300m,Consumer,Entity_158
2023-08-09,4,No,Individual,Ent_40,Nanshan,EH216,Wednesday,Futian-Baoan,14:00-15:00,52,3.5340491352820385,100-300m,Passenger,Entity_32
2023-07-06,1,No,Unknown,Ent_14,Longgang,Mavic 3,Thursday,Nanshan-Baoan,18:00-19:00,60,2.449549023427906,0-100m,Passenger,Entity_190
2023-10-22,4,Yes,Enterprise,Ent_75,Luohu,Mavic 3,Sunday,Longgang-Luohu,14:00-15:00,48,6.28937866304683,100-300m,Passenger,Entity_132
2023-04-03,4,No,Unknown,Ent_39,Baoan,Mavic 3,Monday,Futian-Nanshan,13:00-14:00,23,7.595821075833828,0-100m,Logistics,Entity_43
2023-04-19,1,No,Enterprise,Ent_73,Luohu,Matrice 300,Wednesday,Luohu-Baoan,11:00-12:00,45,17.96247661734469,>600m,Industrial,Entity_180
2023-08-15,4,No,Enterprise,Ent_30,Baoan,Mavic 3,Tuesday,Longgang-Futian,09:00-10:00,45,8.769936051607889,300-600m,Consumer,Entity_119
2023-07-15,5,Yes,Unknown,Ent_25,Longgang,Mavic 3,Saturday,Futian-Luohu,06:00-07:00,47,16.49038505822884,100-300m,Passenger,Entity_177
2023-11-29,4,No,Individual,Ent_51,Nanshan,V1500,Wednesday,Nanshan-Longgang,17:00-18:00,23,4.606054648635069,300-600m,Passenger,Entity_188
2023-01-09,3,No,Individual,Ent_29,Luohu,Agras T40,Monday,Nanshan-Baoan,12:00-13:00,56,13.344331664093474,0-100m,Logistics,Entity_79
2023-07-17,5,No,Unknown,Ent_8,Futian,EH216,Monday,Luohu-Luohu,07:00-08:00,33,19.230974682692416,0-100m,Industrial,Entity_142
2023-03-07,5,No,Enterprise,Ent_23,Futian,Mavic 3,Tuesday,Luohu-Nanshan,17:00-18:00,28,8.145246110568056,100-300m,Consumer,Entity_56
2023-07-25,1,No,Individual,Ent_11,Futian,V1500,Tuesday,Baoan-Futian,15:00-16:00,33,5.407306875687545,0-100m,Passenger,Entity_51
2023-01-30,5,No,Unknown,Ent_18,Luohu,Agras T40,Monday,Baoan-Nanshan,14:00-15:00,48,10.145168579718886,100-300m,Logistics,Entity_113
2023-09-15,4,No,Unknown,Ent_21,Longgang,EH216,Friday,Futian-Futian,20:00-21:00,6,3.7815523614688393,100-300m,Logistics,Entity_41
2023-02-26,1,Yes,Unknown,Ent_9,Luohu,V1500,Sunday,Luohu-Futian,19:00-20:00,23,16.366100934602514,>600m,Consumer,Entity_114
2023-02-09,2,No,Enterprise,Ent_43,Baoan,Matrice 300,Thursday,Longgang-Nanshan,08:00-09:00,8,8.373173958075576,0-100m,Industrial,Entity_67
2023-04-18,2,No,Enterprise,Ent_84,Longgang,Mavic 3,Tuesday,Baoan-Luohu,11:00-12:00,8,19.925207176726236,>600m,Logistics,Entity_48
2023-02-17,3,No,Individual,AutoFlight,Nanshan,EH216,Friday,Futian-Longgang,13:00-14:00,43,5.051009956686488,0-100m,Logistics,Entity_78
2023-09-09,1,Yes,Individual,Ent_70,Nanshan,EH216,Saturday,Baoan-Baoan,14:00-15:00,55,11.836381545495675,>600m,Logistics,Entity_121
2023-04-22,1,Yes,Unknown,Ent_15,Futian,EH216,Saturday,Baoan-Luohu,21:00-22:00,51,6.22563552390565,100-300m,Consumer,Entity_10
2023-07-31,5,No,Unknown,Ent_82,Longgang,EH216,Monday,Luohu-Nanshan,09:00-10:00,42,19.110025840853663,>600m,Consumer,Entity_29
2023-04-26,5,No,Enterprise,Ent_7,Longgang,Matrice 300,Wednesday,Baoan-Baoan,16:00-17:00,5,17.93235229346294,100-300m,Logistics,Entity_73
2023-03-04,5,Yes,Individual,Ent_33,Longgang,Agras T40,Saturday,Futian-Longgang,21:00-22:00,26,16.05255651002026,0-100m,Industrial,Entity_138
2023-08-07,2,No,Individual,Ent_97,Nanshan,Matrice 300,Monday,Baoan-Futian,07:00-08:00,46,16.355153201300354,>600m,Passenger,Entity_29
2023-03-04,1,Yes,Unknown,Ent_40,Longgang,Mavic 3,Saturday,Luohu-Luohu,12:00-13:00,58,6.618390599756113,300-600m,Industrial,Entity_170
2023-10-11,4,No,Enterprise,Ent_81,Longgang,Agras T40,Wednesday,Baoan-Luohu,12:00-13:00,37,0.7522939913108904,>600m,Industrial,Entity_134
2023-03-16,3,No,Individual,Ent_65,Baoan,EH216,Thursday,Baoan-Nanshan,14:00-15:00,49,6.362358590518937,>600m,Consumer,Entity_188
2023-08-07,4,No,Enterprise,Ent_63,Nanshan,V1500,Monday,Luohu-Longgang,07:00-08:00,7,15.872955440352094,>600m,Logistics,Entity_112
2023-06-26,1,No,Enterprise,Ent_96,Nanshan,EH216,Monday,Longgang-Futian,09:00-10:00,50,8.364042736052063,>600m,Industrial,Entity_163
2023-06-28,1,No,Unknown,DJI,Nanshan,Matrice 300,Wednesday,Longgang-Futian,15:00-16:00,53,13.081524073384807,0-100m,Consumer,Entity_152
2023-04-06,3,No,Enterprise,DJI,Baoan,Matrice 300,Thursday,Nanshan-Nanshan,18:00-19:00,42,9.346852202019134,>600m,Industrial,Entity_148
2023-07-22,5,Yes,Enterprise,Ent_8,Nanshan,EH216,Saturday,Luohu-Baoan,19:00-20:00,21,15.457695771811384,0-100m,Consumer,Entity_177
2023-07-11,4,No,Individual,Ent_46,Baoan,Matrice 300,Tuesday,Futian-Longgang,13:00-14:00,39,8.71445270952671,100-300m,Passenger,Entity_170
2023-01-30,2,No,Enterprise,Ent_1,Baoan,EH216,Monday,Luohu-Baoan,10:00-11:00,27,8.797661262111758,100-300m,Consumer,Entity_75
2023-07-02,5,Yes,Unknown,Ent_25,Futian,V1500,Sunday,Baoan-Luohu,08:00-09:00,12,9.312165223505797,0-100m,Industrial,Entity_132
2023-08-23,2,No,Enterprise,Ent_55,Luohu,Mavic 3,Wednesday,Futian-Longgang,19:00-20:00,43,13.830063206009232,100-300m,Logistics,Entity_111
2023-03-22,2,No,Enterprise,Ent_89,Luohu,EH216,Wednesday,Futian-Longgang,07:00-08:00,54,19.06679033116231,>600m,Consumer,Entity_109
2023-04-01,2,Yes,Individual,Ent_62,Nanshan,EH216,Saturday,Nanshan-Baoan,14:00-15:00,30,14.141291148639812,100-300m,Logistics,Entity_152
